date,maxt,mint,rain,year,month,stations_used
01/10/1903,12.4,6.779999999999999,169.62,1903,10,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/11/1903,9,3.38,65.42,1903,11,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/12/1903,5.540000000000001,1.06,47.22,1903,12,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/01/1904,6.74,1.56,84.34,1904,1,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/02/1904,5.5,0.82,89.72,1904,2,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/03/1904,7.540000000000001,1.1,48.14,1904,3,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/04/1904,11.92,4.42,66.7,1904,4,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/05/1904,13.919999999999998,6.08,68.52000000000001,1904,5,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/06/1904,17.12,8.82,33.72,1904,6,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/07/1904,20,11.4,65.94,1904,7,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/08/1904,18.4,10.24,90.38,1904,8,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/09/1904,16.34,7.92,56,1904,9,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/10/1904,12.919999999999998,6,43.980000000000004,1904,10,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/11/1904,8.52,2.88,72.84,1904,11,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/12/1904,6.68,1.56,74.92,1904,12,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/01/1905,6.9799999999999995,1.86,54.459999999999994,1905,1,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/02/1905,7.7,2.1399999999999997,52.06,1905,2,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/03/1905,10.040000000000001,3.02,81.03999999999999,1905,3,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/04/1905,10.08,3.18,62.120000000000005,1905,4,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/05/1905,14.7,5.779999999999999,24.419999999999998,1905,5,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/06/1905,18.5,9.7,61.839999999999996,1905,6,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/07/1905,20.72,12.08,35.36,1905,7,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/08/1905,17.72,10.34,108.22,1905,8,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/09/1905,15.580000000000002,8.52,57.58,1905,9,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/10/1905,10.6,3.9200000000000004,51.839999999999996,1905,10,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/11/1905,7.779999999999999,2.34,94.5,1905,11,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/12/1905,7.840000000000001,3.3200000000000003,52.14,1905,12,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/01/1906,7.44,2.66,99.74,1906,1,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/02/1906,5.82,-0.04,81.66,1906,2,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/03/1906,8.34,1.3199999999999998,41.56,1906,3,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/04/1906,11.78,1.6600000000000001,28.880000000000003,1906,4,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/05/1906,13.1,5.96,76.24,1906,5,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/06/1906,18.119999999999997,9.14,43.980000000000004,1906,6,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/07/1906,19.419999999999998,10.32,50.14,1906,7,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/08/1906,20.259999999999998,11.7,55.36,1906,8,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/09/1906,18.2,8.84,22.080000000000002,1906,9,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/10/1906,13.48,6.720000000000001,103.5,1906,10,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/11/1906,9.940000000000001,4.7,88.28,1906,11,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/12/1906,6.0200000000000005,0.86,69.53999999999999,1906,12,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/01/1907,6.4799999999999995,1.6,36.52,1907,1,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/02/1907,6.220000000000001,0.18000000000000002,56.9,1907,2,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/03/1907,10.620000000000001,2.1399999999999997,50.86,1907,3,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/04/1907,11.1,3.5799999999999996,57.52,1907,4,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/05/1907,13.4,6.08,83.42,1907,5,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/06/1907,15.180000000000001,8.3,93.66,1907,6,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/07/1907,17.46,9.68,60.42,1907,7,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/08/1907,17.16,9.68,66.3,1907,8,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/09/1907,17.52,8.58,25,1907,9,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/10/1907,12.559999999999999,6.14,117.58,1907,10,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/11/1907,9.2,3.4,76.04,1907,11,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/12/1907,6.959999999999999,2.2399999999999998,83.5,1907,12,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/01/1908,6.1,0.56,64.74,1908,1,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/02/1908,8.120000000000001,2.6,62.08,1908,2,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/03/1908,7.4799999999999995,1.1,96.38000000000001,1908,3,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/04/1908,9.379999999999999,2.08,75.2,1908,4,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/05/1908,15.819999999999999,7.659999999999999,53.42,1908,5,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/06/1908,17.8,8.9,40.1,1908,6,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/07/1908,18.880000000000003,11.059999999999999,62.8,1908,7,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/08/1908,17.740000000000002,9.9,67.86,1908,8,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/09/1908,16,8.92,78.24,1908,9,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/10/1908,15.16,8.540000000000001,41.9,1908,10,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/11/1908,10.42,4.36,67.53999999999999,1908,11,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/12/1908,6.8,1.8,73.67999999999999,1908,12,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/01/1909,6.4799999999999995,1.4,60.98,1909,1,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/02/1909,6.640000000000001,0.9,31.139999999999997,1909,2,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/03/1909,6.459999999999999,0.42000000000000004,83.36,1909,3,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/04/1909,12.98,3.6199999999999997,61.279999999999994,1909,4,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/05/1909,15.059999999999999,5.36,50.760000000000005,1909,5,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/06/1909,15.24,7.82,67.9,1909,6,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/07/1909,17.660000000000004,10.559999999999999,70.14,1909,7,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/08/1909,19.04,10.7,66.52000000000001,1909,8,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/09/1909,14.919999999999998,8.040000000000001,56.3,1909,9,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/10/1909,12.76,6.42,109.55999999999999,1909,10,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/11/1909,8.040000000000001,2.06,45.540000000000006,1909,11,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/12/1909,6.0200000000000005,0.96,105.72,1909,12,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/01/1910,6.0600000000000005,0.82,84.66,1910,1,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/02/1910,7.38,1.5399999999999998,95.5,1910,2,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/03/1910,9.76,2.5799999999999996,34.339999999999996,1910,3,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/04/1910,10.34,2.8600000000000003,83.96,1910,4,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/05/1910,14.540000000000001,6.3,58.239999999999995,1910,5,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/06/1910,18,9.74,75.64,1910,6,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/07/1910,17.32,9.98,65.67999999999999,1910,7,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/08/1910,18.22,11.18,90.88,1910,8,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/09/1910,15.84,8.62,22.740000000000002,1910,9,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/10/1910,13.219999999999999,7.38,69.11999999999999,1910,10,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/11/1910,6.32,0.58,90.2,1910,11,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/12/1910,8.14,3.84,99.36,1910,12,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/01/1911,6.7,1.8,41.879999999999995,1911,1,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/02/1911,7.779999999999999,1.94,67.56,1911,2,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/03/1911,7.76,1.9,44.4,1911,3,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/04/1911,10.78,3.66,52.96,1911,4,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/05/1911,16.46,7.459999999999999,42,1911,5,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/06/1911,18.04,9,51.4,1911,6,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/07/1911,21.84,11.34,48.12,1911,7,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/08/1911,21.32,12.28,51.260000000000005,1911,8,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/09/1911,17.72,8.559999999999999,52.42,1911,9,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/10/1911,12,5.64,68.03999999999999,1911,10,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/11/1911,8.34,2.7800000000000002,94.28,1911,11,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/12/1911,8.12,3.44,125.75999999999999,1911,12,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/01/1912,5.9799999999999995,1.26,100.84,1912,1,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/02/1912,7.5,2.06,70.76,1912,2,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/03/1912,9.8,3.7600000000000002,87.17999999999999,1912,3,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/04/1912,12.72,3.88,33.160000000000004,1912,4,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/05/1912,14.959999999999999,6.960000000000001,62.4,1912,5,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/06/1912,16.580000000000002,9.379999999999999,99.14,1912,6,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/07/1912,18.1,10.82,87.42,1912,7,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/08/1912,15.5,8.64,133.76,1912,8,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/09/1912,14.24,7.26,34.6,1912,9,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/10/1912,12.040000000000001,4.5,77.38,1912,10,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/11/1912,8.64,3.7,83.32000000000001,1912,11,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/12/1912,8.86,3.2399999999999998,108.12,1912,12,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/01/1913,6.44,1.98,83.94,1913,1,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/02/1913,7.82,2.04,36.8,1913,2,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/03/1913,8.7,2.0799999999999996,95.6,1913,3,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/04/1913,10.940000000000001,3.7399999999999998,89.84,1913,4,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/05/1913,14.419999999999998,6.74,73.62,1913,5,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/06/1913,17.4,9.14,50.6,1913,6,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/07/1913,17.619999999999997,10.28,28.8,1913,7,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/08/1913,18.880000000000003,10.18,33.019999999999996,1913,8,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/09/1913,16.88,9.559999999999999,72.56,1913,9,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/10/1913,13.440000000000001,7.42,109.78,1913,10,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/11/1913,10.82,4.9799999999999995,83.9,1913,11,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/12/1913,7.18,2.7199999999999998,61.75999999999999,1913,12,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/01/1914,6.38,1.8,56.85999999999999,1914,1,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/02/1914,9.34,3.38,75.06,1914,2,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/03/1914,8.940000000000001,2.2800000000000002,85.06,1914,3,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/04/1914,14.14,4.66,38.28,1914,4,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/05/1914,14.280000000000001,5.86,39.980000000000004,1914,5,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/06/1914,18.48,9.040000000000001,67.97999999999999,1914,6,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/07/1914,19.18,11.22,69.7,1914,7,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/08/1914,19.759999999999998,11.1,53.98,1914,8,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/09/1914,17.119999999999997,8.42,51.8,1914,9,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/10/1914,13.38,7.1,56.6,1914,10,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/11/1914,9.379999999999999,3.5200000000000005,99.08,1914,11,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/12/1914,6.36,1.44,151.56,1914,12,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/01/1915,6.0600000000000005,1.56,97.84,1915,1,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/02/1915,6.720000000000001,1.06,99.82000000000001,1915,2,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/03/1915,8.68,1.6199999999999999,47.8,1915,3,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/04/1915,11.559999999999999,3.62,44.3,1915,4,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/05/1915,14.160000000000002,5.1,47.2,1915,5,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/06/1915,18.080000000000002,8.64,31.580000000000002,1915,6,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/07/1915,17.94,10.24,96,1915,7,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/08/1915,18.7,11.02,58.980000000000004,1915,8,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/09/1915,16.880000000000003,8.58,49.379999999999995,1915,9,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/10/1915,12.2,5.74,46.32,1915,10,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/11/1915,6.44,0.8,71.06,1915,11,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/12/1915,6.839999999999999,2.12,153.48,1915,12,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/01/1916,9.9,4.5200000000000005,74.2,1916,1,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/02/1916,6.16,0.64,109.25999999999999,1916,2,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/03/1916,5.66,0.45999999999999996,91.7,1916,3,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/04/1916,11.98,3.72,57.82000000000001,1916,4,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/05/1916,14.66,6.32,83.58,1916,5,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/06/1916,14.88,7.5,50.58,1916,6,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/07/1916,18.759999999999998,10.76,44.2,1916,7,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/08/1916,19.880000000000003,11.54,66.72,1916,8,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/09/1916,16.2,8.98,38.1,1916,9,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/10/1916,13.040000000000001,6.76,105.78000000000002,1916,10,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/11/1916,9.440000000000001,4.36,96.85999999999999,1916,11,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/12/1916,5.04,0.24000000000000005,81.47999999999999,1916,12,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/01/1917,3.66,0.32,64.17999999999999,1917,1,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/02/1917,5,-0.66,33.44,1917,2,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/03/1917,6.62,0.27999999999999997,61.98,1917,3,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/04/1917,8.98,1.1199999999999999,57.120000000000005,1917,4,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/05/1917,16,6.859999999999999,60.11999999999999,1917,5,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/06/1917,18.32,9.120000000000001,64.8,1917,6,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/07/1917,19.84,10.98,48.5,1917,7,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/08/1917,18.64,11.62,122.96,1917,8,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/09/1917,17.12,9.74,58.379999999999995,1917,9,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/10/1917,10.78,3.6399999999999997,122.84,1917,10,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/11/1917,10.42,5.18,74.56,1917,11,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/12/1917,5.46,0.44000000000000006,52.9,1917,12,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/01/1918,6.0200000000000005,0.7,79.64,1918,1,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/02/1918,8.74,3.62,75.22,1918,2,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/03/1918,9.3,2.2399999999999998,38.6,1918,3,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/04/1918,10.18,2.98,41.019999999999996,1918,4,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/05/1918,16.779999999999998,7.44,52.760000000000005,1918,5,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/06/1918,17.259999999999998,8.22,33.239999999999995,1918,6,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/07/1918,18.875,10.35,97.475,1918,7,"Armagh, Durham, Oxford, Stornoway"
01/08/1918,18.85,11.375,76.15,1918,8,"Armagh, Durham, Oxford, Stornoway"
01/09/1918,13.95,6.9,141.175,1918,9,"Armagh, Durham, Oxford, Stornoway"
01/10/1918,11.825,5.525,84.1,1918,10,"Armagh, Durham, Oxford, Stornoway"
01/11/1918,8.9,2.4,79.30000000000001,1918,11,"Armagh, Durham, Oxford, Stornoway"
01/12/1918,8.65,3.675,90.025,1918,12,"Armagh, Durham, Oxford, Stornoway"
01/01/1919,5.25,0.7999999999999999,95.95,1919,1,"Armagh, Durham, Oxford, Stornoway"
01/02/1919,4.875,-0.475,44,1919,2,"Armagh, Durham, Oxford, Stornoway"
01/03/1919,6.625,-0.25,95.4,1919,3,"Armagh, Durham, Oxford, Stornoway"
01/04/1919,11.1,3.25,58.7,1919,4,"Armagh, Durham, Oxford, Stornoway"
01/05/1919,16.975,7.15,30.775,1919,5,"Armagh, Durham, Oxford, Stornoway"
01/06/1919,17.325,8.625,57.525,1919,6,"Armagh, Durham, Oxford, Stornoway"
01/07/1919,17.25,9.3,46.525,1919,7,"Armagh, Durham, Oxford, Stornoway"
01/08/1919,19.224999999999998,10.65,81.75,1919,8,"Armagh, Durham, Oxford, Stornoway"
01/09/1919,16.2,7.975,65.4,1919,9,"Armagh, Durham, Oxford, Stornoway"
01/10/1919,11.725,3.775,73.5,1919,10,"Armagh, Durham, Oxford, Stornoway"
01/11/1919,5.9,0.25,77.275,1919,11,"Armagh, Durham, Oxford, Stornoway"
01/12/1919,7.2749999999999995,2.125,122.725,1919,12,"Armagh, Durham, Oxford, Stornoway"
01/01/1920,7.825,1.95,82.2,1920,1,"Armagh, Durham, Oxford, Sheffield"
01/02/1920,9.175,2.65,45.599999999999994,1920,2,"Armagh, Durham, Oxford, Sheffield"
01/03/1920,10.65,3.075,62.625,1920,3,"Armagh, Durham, Oxford, Sheffield"
01/04/1920,10.42,4.32,84.08,1920,4,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/05/1920,14.86,6.94,82.53999999999999,1920,5,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/06/1920,17.880000000000003,9.26,58.52,1920,6,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/07/1920,17.1,10.08,97.8,1920,7,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/08/1920,16.94,9.24,38.3,1920,8,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/09/1920,16.46,8.620000000000001,53.7,1920,9,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/10/1920,13.64,7.0200000000000005,72.28,1920,10,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/11/1920,9.98,4.64,74.47999999999999,1920,11,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/12/1920,6.779999999999999,2.04,85.62,1920,12,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/01/1921,9.14,3.9799999999999995,108.58,1921,1,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/02/1921,7.94,2.48,23.22,1921,2,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/03/1921,10.120000000000001,3.1799999999999997,64.66,1921,3,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/04/1921,12.66,3.6,33.36,1921,4,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/05/1921,15.180000000000001,5.9399999999999995,50,1921,5,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/06/1921,18.64,8.76,25.580000000000002,1921,6,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/07/1921,21.86,11.8,46,1921,7,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/08/1921,17.96,10.379999999999999,88.84,1921,8,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/09/1921,17.580000000000002,9.080000000000002,47.92,1921,9,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/10/1921,16,8.36,63.32000000000001,1921,10,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/11/1921,8.059999999999999,2.32,63.85999999999999,1921,11,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/12/1921,9.36,3.7,98.1,1921,12,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/01/1922,5.9799999999999995,0.8800000000000001,97.1,1922,1,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/02/1922,7.340000000000001,1.3800000000000001,78.62,1922,2,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/03/1922,7.76,1.48,50.9,1922,3,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/04/1922,9.059999999999999,0.9400000000000001,72.56,1922,4,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/05/1922,16.32,7.18,47.6,1922,5,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/06/1922,17.2,8.34,45.339999999999996,1922,6,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/07/1922,16.66,9.040000000000001,86.17999999999999,1922,7,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/08/1922,16.28,9.26,120.6,1922,8,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/09/1922,14.959999999999999,7.76,68.8,1922,9,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/10/1922,11.7,4.36,37.5,1922,10,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/11/1922,9.16,3.1399999999999997,42.7,1922,11,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/12/1922,7.82,3.18,94.4,1922,12,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/01/1923,8.64,3.2,66.88,1923,1,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/02/1923,7.5,2.7600000000000002,116.2,1923,2,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/03/1923,9.52,2.76,44.7,1923,3,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/04/1923,10.28,3.3600000000000003,64.24,1923,4,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/05/1923,12.14,4.54,59.86,1923,5,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/06/1923,15.36,8.14,29.96,1923,6,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/07/1923,19.95,11.75,56.75,1923,7,"Armagh, Durham, Oxford, Stornoway"
01/08/1923,18.15,10.075,104.35,1923,8,"Armagh, Durham, Oxford, Stornoway"
01/09/1923,15.4,7.574999999999999,74.15,1923,9,"Armagh, Durham, Oxford, Stornoway"
01/10/1923,12.225,5.575,106.6,1923,10,"Armagh, Durham, Oxford, Stornoway"
01/11/1923,6.25,0.25,99.625,1923,11,"Armagh, Durham, Oxford, Stornoway"
01/12/1923,6.625,1.1,84.25,1923,12,"Armagh, Durham, Oxford, Stornoway"
01/01/1924,7.08,2.2,74.94,1924,1,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/02/1924,6.44,1.04,34,1924,2,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/03/1924,7.7,-0.26,42.12,1924,3,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/04/1924,10.620000000000001,2.4,60,1924,4,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/05/1924,14.12,6.5200000000000005,106.02000000000001,1924,5,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/06/1924,16.78,9.040000000000001,61.120000000000005,1924,6,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/07/1924,18.3,10.42,100.24,1924,7,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/08/1924,17.1,10.16,81.2,1924,8,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/09/1924,15.62,9.040000000000001,102.9,1924,9,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/10/1924,12.819999999999999,6.16,93.72,1924,10,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/11/1924,9.74,4.6,61.3,1924,11,"Armagh, Durham, Oxford, Sheffield, Stornoway"
01/12/1924,9.120000000000001,4.34,115.04,1924,12,"Armagh, Durham, Oxford, Sheffield, Stornoway"
