YEAR,MONTH,us_tavg_f,us_tmax_f,us_tmin_f,n_stations
1981,9,65.01990708216164,77.97614348577012,52.06367067855315,475
1981,10,52.497961102069006,64.11997813632063,40.875944067817386,478
1981,11,44.59124474009958,55.73792892624133,33.444560553957835,475
1981,12,31.2184423468203,40.362549543720974,22.074335149919623,473
1982,1,22.263483885642888,32.96936663795446,11.557601133331316,477
1982,2,30.426632397060303,40.79121130574852,20.062053488372094,473
1982,3,41.23836889871268,51.86414013473884,30.61259766268653,482
1982,4,48.87066667765594,61.10627513757117,36.63505821774071,477
1982,5,63.37448451156896,75.31491873992402,51.43405028321388,480
1982,6,66.95971095641977,78.65874408095098,55.26067783188856,486
1982,7,74.52939226693765,86.51053288390487,62.5482516499704,479
1982,8,72.09965805346174,84.06080963665633,60.13850647026717,483
1982,9,64.60039961959497,76.41691726122058,52.78388197796935,480
1982,10,54.50632155612362,66.69158872861053,42.32105438363672,484
1982,11,41.89752090759381,51.84686788471357,31.948173930474045,476
1982,12,36.55869219893366,45.60019337660452,27.51719102126281,481
1983,1,31.287633870135856,39.88053041251404,22.694737327757675,480
1983,2,35.714024550561774,45.086898805673094,26.34115029545047,487
1983,3,42.09792072409591,51.564796870588204,32.63104457760361,484
1983,4,47.761819913966484,58.396449815056684,37.127190012876284,479
1983,5,58.74200923433831,70.75727627210802,46.72674219656861,479
1983,6,68.9904085676366,81.05951254485412,56.921304590419105,477
1983,7,76.06836773085293,88.72743656084754,63.409298900858325,481
1983,8,76.86432059551305,89.83921225437288,63.88942893665319,478
1983,9,66.27314738300326,79.56574813427252,52.98054663173401,477
1983,10,55.24254923733419,66.77077855418715,43.71431992048124,476
1983,11,43.503216610196134,52.93272255380259,34.07371066658967,479
1983,12,22.65577309542335,31.182778770783646,14.128767420063049,472
1984,1,26.302423902709023,36.03895840182569,16.565889403592358,476
1984,2,37.26364017154921,47.92623981258386,26.60104053051457,477
1984,3,37.73094968532035,47.768269476576464,27.69362989406424,476
1984,4,50.393480843077846,61.22436255397676,39.56259913217893,482
1984,5,59.99397661355122,72.17759462685561,47.81035860024681,476
1984,6,70.83095433402148,82.9975122382792,58.66439642976378,482
1984,7,73.47878843162383,85.98480955344557,60.97276730980209,479
1984,8,74.1067108577436,86.77511598015042,61.438305735336776,477
1984,9,63.58591882249861,76.4446540720737,50.72718357292351,474
1984,10,55.972580438059424,66.64794503618667,45.29721583993217,472
1984,11,41.878513417216304,52.65102115436021,31.1060056800724,473
1984,12,35.10844183871719,45.11245354130841,25.104430136125966,474
1985,1,23.665760847951923,33.473769110976285,13.857752584927562,472
1985,2,28.97175435002793,39.30847977533931,18.63502892471655,481
1985,3,44.055533276572966,55.43484338313912,32.676223170006814,475
1985,4,55.48327633421063,68.23053626013495,42.73601640828628,477
1985,5,63.56064017426471,76.2322318816974,50.88904846683202,477
1985,6,68.46858011889073,80.87769551719637,56.05946472058508,477
1985,7,74.2225265490574,86.96398643453833,61.481066663576456,481
1985,8,71.12216751333031,83.0147311368973,59.22960388976331,476
1985,9,64.44952329393328,76.02564702920105,52.87339955866551,487
1985,10,55.176605424542146,66.4760116582083,43.87719919087601,481
1985,11,40.02226959768121,48.75476979669333,31.289769398669087,475
1985,12,25.794602101793057,35.92429015715125,15.664914046434864,476
1986,1,32.02190039784051,43.05472648126894,20.98907431441208,473
1986,2,32.76016715848943,42.3023131202374,23.218021196741457,477
1986,3,45.07277745906743,57.183211952301946,32.9623429658329,477
1986,4,54.041124395845486,66.56715695721743,41.51509183447354,482
1986,5,62.55936130933537,74.53600733929385,50.582715279376906,483
1986,6,71.43939012911241,83.57166714969262,59.30711310853221,481
1986,7,75.33407334499215,87.1878158422777,63.48033084770658,476
1986,8,71.07281950268124,83.22400400596182,58.92163499940069,479
1986,9,65.77702603593704,76.46289584006088,55.09115623181321,479
1986,10,54.85076036322235,66.12413699236326,43.57738373408142,477
1986,11,40.96737096018342,50.61738440891762,31.31735751144922,474
1986,12,33.73336549902204,42.28650021293873,25.180230785105348,481
1987,1,30.485653077623844,39.907715226171796,21.063590929075897,483
1987,2,36.72866892009505,47.02223506720552,26.435102772984592,484
1987,3,43.26689126640745,54.470272042571246,32.063510490243644,483
1987,4,53.9549037463215,67.48837845101521,40.4214290416278,483
